"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000138795.10",273.278294671134,2.93365165936111,0.249371179255663,11.7641969217038,5.96916307351408e-32,3.34510174693715e-30,"LEF1"
"ENSG00000145649.8",221.996856910434,-0.195060036431146,0.214147591881726,-0.910867288850382,0.362365302888198,0.434111255777234,"GZMA"
"ENSG00000150045.12",18.7396479309073,-1.82139668056458,0.185448091989411,-9.82159838381393,9.08908074949963e-23,2.11054301382921e-21,"KLRF1"
"ENSG00000153563.16",315.285185505029,-0.247115233660572,0.255507642013514,-0.967153983001032,0.333467062418714,0.404138596238881,"CD8A"
"ENSG00000163599.17",50.903414943203,1.12401393807146,0.265974935646459,4.22601451275668,2.37866657282443e-05,6.79750390463065e-05,"CTLA4"
"ENSG00000166710.21",103907.961205739,-0.367373452443884,0.126704128892991,-2.89945920195033,0.00373806988752939,0.00721627395400058,"B2M"
"ENSG00000168394.11",2151.78207861409,0.816806400922629,0.164899188920456,4.95336821405857,7.29397636559141e-07,2.62093507229341e-06,"TAP1"
"ENSG00000170458.14",20264.648603604,-1.43549323683879,0.18822910989271,-7.62630837311516,2.41571577490173e-14,2.32841701172304e-13,"CD14"
"ENSG00000172116.23",83.0504633041431,0.179657044362386,0.278565274001917,0.644936972155223,0.518968031063597,0.58955254463758,"CD8B"
"ENSG00000173372.17",6008.18969796935,-0.867665866438109,0.196082046242607,-4.42501433998995,9.64358770729695e-06,2.92863957703943e-05,"C1QA"
"ENSG00000177575.13",1470.9120743327,-2.01217891072905,0.194761604711951,-10.331496876425,5.07621688387242e-25,1.4353026354891e-23,"CD163"
"ENSG00000178562.18",90.3104708453281,0.276369616712411,0.17150349538776,1.61145180211957,0.107081284288593,0.1490782758755,"CD28"
"ENSG00000179583.19",483.607537462834,0.442531982777834,0.171886813343782,2.57455458140787,0.0100369248868311,0.0177583843412867,"CIITA"
"ENSG00000180644.8",334.806196584361,-0.708325740918531,0.191937288956645,-3.69040192642572,0.000223900000781261,0.00054238447442689,"PRF1"
"ENSG00000181847.12",123.893148570727,0.19877356403121,0.249869471745697,0.795509602043387,0.426317127710633,0.49911824949987,"TIGIT"
"ENSG00000182578.14",1380.49936281681,-1.04040254056107,0.171594238064803,-6.06315545495278,1.33476539153771e-09,7.08603391683988e-09,"CSF1R"
"ENSG00000188389.11",107.513945680672,1.48986579184849,0.300338103036101,4.96062862749521,7.02654146526987e-07,2.53010909685419e-06,"PDCD1"
"ENSG00000189430.13",9.51965072035181,-1.10424952560979,0.260372404449668,-4.24103901465201,2.22487455230323e-05,6.38445839271708e-05,"NCR1"
"ENSG00000196126.11",10362.828679904,0.0337672367479693,0.203134914429641,0.166230590358041,0.867975486715331,0.896535481271057,"HLA-DRB1"
"ENSG00000196735.13",2196.10458114278,-0.291327965989962,0.205986785704629,-1.41430415059589,0.157272618815824,0.209287857854953,"HLA-DQA1"
"ENSG00000198846.6",141.97059819284,0.671043456426593,0.300589006400962,2.23242847255523,0.025586657743327,0.0415530492328154,"TOX"
"ENSG00000204267.16",949.831568002291,0.653986635861847,0.127491424650978,5.1296519562175,2.90278369547653e-07,1.10630766768677e-06,"TAP2"
"ENSG00000204287.14",14772.015702853,-0.156615400135466,0.195268375782007,-0.802052045080295,0.422522853102256,0.495248404780181,"HLA-DRA"
"ENSG00000204525.17",50330.8890399495,0.298694962260699,0.149575392424528,1.99695255629306,0.0458303371062478,0.0702155865476002,"HLA-C"
"ENSG00000206503.13",50592.8483290658,0.482625178100387,0.153736535392839,3.13930047185692,0.00169351700731553,0.00349394796711311,"HLA-A"
"ENSG00000213809.9",5.06378914621696,-0.708585837639448,0.278660981854321,-2.5428240183618,0.0109960595496921,0.019290482272687,"KLRK1"
"ENSG00000232810.4",18.0287630602209,-0.797132083589593,0.235347388348256,-3.38704452674884,0.000706499203939326,0.00156633688586623,"TNF"
"ENSG00000234745.12",66508.7333122943,0.258938516871981,0.181369876264823,1.42768205065045,0.153383394833347,0.20474421171193,"HLA-B"
