"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_symbol"
"ENSG00000173372.17",4598.28998570875,0.391342297033309,0.182819900527292,2.14058915853577,0.0323071838390286,0.0486455328015216,"C1QA"
"ENSG00000177575.13",1522.52326093935,0.347257491926829,0.175991687515742,1.9731471231888,0.0484788027709057,0.0705059351598683,"CD163"
"ENSG00000178562.18",134.661084755255,-1.2629821126939,0.226935220079371,-5.56538607031633,2.61572637075844e-08,9.52037978261476e-08,"CD28"
"ENSG00000179583.19",1658.72980327051,-0.0934201424721536,0.180076207538308,-0.518781152431146,0.603913362656985,0.661454733214283,"CIITA"
"ENSG00000180644.8",349.394748464943,-0.509670930912898,0.170071011756759,-2.99681248231677,0.00272818472337457,0.00499694704528952,"PRF1"
"ENSG00000181847.12",308.069632218865,-1.19432848642366,0.253824087566029,-4.70533942572719,2.53443923443601e-06,7.26247774484749e-06,"TIGIT"
"ENSG00000182578.14",2013.35750936071,0.597827026581253,0.138319912857609,4.32206046281042,1.54578811991974e-05,3.99537431207281e-05,"CSF1R"
"ENSG00000188389.11",200.312086587405,-1.03711805581297,0.239415566050845,-4.3318739584072,1.47845574695334e-05,3.8316423365127e-05,"PDCD1"
"ENSG00000189430.13",10.2418668478262,-0.346050907142252,0.235825067048429,-1.46740510444204,0.142265886748996,0.187033099444139,"NCR1"
"ENSG00000196126.11",24548.8182857809,0.314944405798564,0.189563149218213,1.66142210180324,0.0966287019348241,0.131967578937031,"HLA-DRB1"
"ENSG00000196735.13",7370.48120683164,0.252965608466972,0.216036623863753,1.17093853784027,0.241623483144234,0.300050422706059,"HLA-DQA1"
"ENSG00000198846.6",240.734468169943,-1.40619079940444,0.20330941340188,-6.9165061069988,4.62918471309373e-12,2.52137585222875e-11,"TOX"
"ENSG00000204267.16",1142.01180506565,0.0505924012497658,0.112825833543713,0.448411499926251,0.653856243782588,0.706089075782511,"TAP2"
"ENSG00000204287.14",42936.2082618503,0.31468326402123,0.191262383776958,1.64529615184656,0.0999087530389477,0.136019782340658,"HLA-DRA"
"ENSG00000204525.17",66951.3201830841,0.510794709911637,0.135632281240254,3.76602609084509,0.000165866466672714,0.000370568649258869,"HLA-C"
"ENSG00000206503.13",80250.94696598,0.511555914259049,0.133913277874779,3.82005371220471,0.000133422615833993,0.000301545756700749,"HLA-A"
"ENSG00000213809.9",10.5633537291166,-1.03943876736204,0.249290534781137,-4.16958777947431,3.05151070146522e-05,7.56724089615343e-05,"KLRK1"
"ENSG00000232810.4",45.2422944565815,-0.595198861444593,0.231199638415915,-2.57439356533017,0.0100415976682986,0.0166783462057433,"TNF"
"ENSG00000234745.12",105185.655872987,0.574360497242115,0.153754700605533,3.73556382328545,0.000187295067587289,0.000415091820618214,"HLA-B"
